,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
0,Dickson Abiama,NGA,FW,Greuther Fürth,24,1998,13,5,533,5.9,3,1,4,3,0,0,1,0,2.6,2.6,0.4,3.0,12,15,38,0.51,0.17,0.68,0.51,0.68,0.44,0.07,0.51,0.44,0.51
1,Dickson Abiama,NGA,"FW,MF",Kaiserslautern,24,1998,13,0,247,2.7,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,11,5,20,0.00,0.00,0.00,0.00,0.00,0.19,0.11,0.29,0.19,0.29
2,Ragnar Ache,GER,FW,Kaiserslautern,25,1998,26,22,"1,783",19.8,16,0,16,16,0,0,0,0,12.7,12.7,1.1,13.8,20,21,77,0.81,0.00,0.81,0.81,0.81,0.64,0.05,0.70,0.64,0.70
3,Aremu Afeez,NGA,"MF,FW",Kaiserslautern,23,1999,5,0,56,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
4,Oladapo Afolayan,ENG,"FW,MF",St. Pauli,25,1998,31,27,"2,201",24.5,9,3,12,9,0,0,4,0,4.9,4.9,2.8,7.7,83,59,211,0.37,0.12,0.49,0.37,0.49,0.20,0.11,0.32,0.20,0.32
5,Nikolas Agrafiotis,NED,"FW,DF",Wehen,23,2000,12,5,434,4.8,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,2,10,30,0.21,0.00,0.21,0.21,0.21,0.29,0.04,0.33,0.29,0.33
6,Andreas Albers,DEN,"FW,MF",St. Pauli,33,1990,17,3,430,4.8,1,0,1,1,0,0,0,0,1.7,1.7,0.3,1.9,3,4,33,0.21,0.00,0.21,0.21,0.21,0.35,0.06,0.40,0.35,0.40
7,Xavier Amaechi,ENG,"MF,FW",Magdeburg,22,2001,16,9,699,7.8,1,1,2,1,0,0,2,0,0.7,0.7,2.3,3.0,31,31,86,0.13,0.13,0.26,0.13,0.26,0.09,0.29,0.39,0.09,0.39
8,Stephan Ambrosius,GHA,DF,Hamburger SV,24,1998,18,12,"1,207",13.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,9,51,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
9,Etienne Amenyido,TOG,"FW,MF",St. Pauli,25,1998,19,0,198,2.2,1,2,3,1,0,0,1,0,0.4,0.4,0.6,1.0,12,12,31,0.45,0.91,1.36,0.45,1.36,0.18,0.26,0.44,0.18,0.44
10,Youssef Amyn,IRQ,"FW,MF",Braunschweig,19,2003,9,2,328,3.6,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,10,24,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14
11,Sebastian Andersson,SWE,FW,Nürnberg,32,1991,15,11,945,10.5,2,1,3,2,0,0,1,0,3.0,3.0,0.8,3.8,3,12,43,0.19,0.10,0.29,0.19,0.29,0.28,0.07,0.36,0.28,0.36
12,Thanasis Androutsos,GRE,"DF,MF",Osnabrück,26,1997,13,8,722,8.0,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.3,17,51,31,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
13,Martin Angha,SUI,DF,Wehen,29,1994,24,22,"2,019",22.4,0,0,0,0,0,0,8,1,1.0,1.0,1.2,2.2,8,62,13,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10
14,Ilyas Ansah,GER,"FW,MF",Paderborn 07,18,2004,24,14,"1,212",13.5,1,2,3,1,0,0,3,0,2.2,2.2,2.5,4.8,32,19,93,0.07,0.15,0.22,0.07,0.22,0.17,0.19,0.36,0.17,0.36
15,Nico Antonitsch,AUT,DF,Elversberg,31,1991,3,0,87,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
16,Shinta Appelkamp,GER,"MF,FW",Düsseldorf,22,2000,25,19,"1,701",18.9,3,10,13,3,0,0,0,0,1.6,1.6,5.4,7.0,28,88,84,0.16,0.53,0.69,0.16,0.69,0.09,0.28,0.37,0.09,0.37
17,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,23,2000,17,8,770,8.6,5,2,7,5,0,0,2,0,3.7,3.7,0.4,4.2,15,21,66,0.58,0.23,0.82,0.58,0.82,0.44,0.05,0.49,0.44,0.49
18,Bright Arrey-Mbi,GER,DF,Hannover 96,20,2003,32,28,"2,456",27.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,29,82,23,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
19,Ahmet Arslan,GER,"MF,FW",Magdeburg,29,1994,9,3,252,2.8,2,1,3,2,0,0,2,0,1.6,1.6,0.2,1.8,7,23,19,0.71,0.36,1.07,0.71,1.07,0.57,0.08,0.65,0.57,0.65
20,Simon Asta,GER,DF,Greuther Fürth,22,2001,32,32,"2,650",29.4,2,4,6,2,0,0,5,0,1.4,1.4,2.4,3.8,57,91,157,0.07,0.14,0.20,0.07,0.20,0.05,0.08,0.13,0.05,0.13
21,Barış Atik,GER,"FW,MF",Magdeburg,28,1995,33,33,"2,827",31.4,4,10,14,4,0,0,10,0,5.4,5.4,9.7,15.1,107,187,298,0.13,0.32,0.45,0.13,0.45,0.17,0.31,0.48,0.17,0.48
22,Janik Bachmann,GER,"MF,DF",Hansa Rostock,27,1996,21,16,"1,368",15.2,0,0,0,0,0,0,2,0,1.3,1.3,0.3,1.6,3,23,16,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
23,Aurel Badji Wagbe,GER,DF,Holstein Kiel,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,Florian Bähr,GER,"DF,MF",Osnabrück,20,2003,5,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,2,1,1,0.00,0.00,0.00,0.00,0.00,0.05,0.25,0.30,0.05,0.30
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Scott Banks,SCO,FW,St. Pauli,21,2001,4,0,70,0.8,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.6,3,1,4,0.00,1.29,1.29,0.00,1.29,0.09,0.72,0.81,0.09,0.81
27,Aymen Barkok,MAR,MF,Hertha BSC,25,1998,12,10,842,9.4,1,0,1,1,0,0,2,0,1.6,1.6,0.3,1.9,19,40,19,0.11,0.00,0.11,0.11,0.11,0.17,0.03,0.20,0.17,0.20
28,Nick Bätzner,GER,MF,Wehen,23,2000,24,18,"1,544",17.2,1,1,2,1,0,0,3,0,2.6,2.6,1.1,3.7,30,77,83,0.06,0.06,0.12,0.06,0.12,0.15,0.06,0.22,0.15,0.22
29,Timo Baumgartl,GER,DF,Schalke 04,27,1996,12,11,940,10.4,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,7,53,7,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
30,Timo Becker,GER,"DF,MF",Holstein Kiel,26,1997,28,26,"2,274",25.3,7,3,10,6,1,1,3,0,4.2,3.4,1.6,5.0,28,68,68,0.28,0.12,0.40,0.24,0.36,0.17,0.06,0.23,0.14,0.20
31,Timo Beermann,GER,DF,Osnabrück,32,1990,6,6,459,5.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,19,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
32,Brian Behrendt,GER,DF,Braunschweig,31,1991,6,6,539,6.0,0,0,0,0,0,0,2,1,0.3,0.3,0.2,0.5,3,21,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
33,Marcel Beifus,GER,DF,Karlsruher,20,2002,21,13,"1,214",13.5,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.8,6,42,4,0.07,0.00,0.07,0.07,0.07,0.06,0.00,0.06,0.06,0.06
34,Leon Bell Bell,CMR,"DF,MF",Magdeburg,26,1996,29,28,"2,331",25.9,1,1,2,1,0,0,6,0,1.1,1.1,1.9,3.0,57,94,136,0.04,0.04,0.08,0.04,0.08,0.04,0.07,0.12,0.04,0.12
35,Louey Ben Farhat,GER,MF,Karlsruher,17,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,László Bénes,SVK,"MF,FW",Hamburger SV,25,1997,27,26,"2,288",25.4,13,11,24,10,3,4,4,1,11.6,8.6,8.5,17.0,45,124,163,0.51,0.43,0.94,0.39,0.83,0.46,0.33,0.79,0.34,0.67
37,Keanan Bennetts,ENG,"DF,FW",Wehen,24,1999,9,3,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,14,16,18,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
38,Alexander Bernhardsson,SWE,"FW,MF",Holstein Kiel,24,1998,13,10,912,10.1,4,0,4,4,0,0,2,0,3.2,3.2,0.6,3.8,21,24,72,0.39,0.00,0.39,0.39,0.39,0.32,0.06,0.38,0.32,0.38
39,Max Besuschkow,GER,MF,Hannover 96,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
40,Ermin Bičakčić,BIH,DF,Braunschweig,33,1990,22,21,"1,869",20.8,4,0,4,4,0,0,6,0,2.4,2.4,1.1,3.5,8,29,2,0.19,0.00,0.19,0.19,0.19,0.12,0.05,0.17,0.12,0.17
41,Filip Bilbija,GER,"MF,FW",Paderborn 07,23,2000,27,25,"2,020",22.4,5,5,10,5,0,0,4,1,8.8,8.8,3.8,12.6,66,64,120,0.22,0.22,0.45,0.22,0.45,0.39,0.17,0.56,0.39,0.56
42,Herbert Bockhorn,GER,"DF,MF",Magdeburg,28,1995,28,24,"2,272",25.2,3,2,5,3,0,0,7,0,2.1,2.1,2.2,4.3,84,107,193,0.12,0.08,0.20,0.12,0.20,0.08,0.09,0.17,0.08,0.17
43,Pelle Boevink,NED,GK,Paderborn 07,25,1998,20,20,"1,800",20.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
44,Luca Böggemann,GER,GK,Osnabrück,19,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,Robin Bormuth,GER,DF,Karlsruher,27,1995,23,19,"1,690",18.8,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,13,72,3,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04
46,Julian Börner,GER,DF,Hannover 96,32,1991,4,1,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,5,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
47,Tim Boss,GER,GK,Elversberg,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,Andreas Bouchalakis,GRE,MF,Hertha BSC,30,1993,25,15,"1,470",16.3,1,1,2,1,0,0,4,0,0.4,0.4,0.9,1.3,6,71,7,0.06,0.06,0.12,0.06,0.12,0.03,0.05,0.08,0.03,0.08
49,Carlo Boukhalfa,MAR,"MF,FW",St. Pauli,24,1999,17,0,95,1.1,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,3,11,0.95,0.00,0.95,0.95,0.95,0.17,0.00,0.17,0.17,0.17
50,Joseph Boyamba,GER,"FW,MF",Elversberg,27,1996,25,1,429,4.8,3,0,3,3,0,0,1,0,2.0,2.0,0.7,2.7,9,22,35,0.63,0.00,0.63,0.63,0.63,0.42,0.15,0.57,0.42,0.57
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Terrence Boyd,USA,FW,Kaiserslautern,32,1991,15,8,723,8.0,2,1,3,2,0,1,2,0,3.9,3.0,0.4,3.3,6,19,24,0.25,0.12,0.37,0.25,0.37,0.48,0.05,0.53,0.37,0.41
53,Calvin Brackelmann,GER,DF,Paderborn 07,23,1999,13,8,738,8.2,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.9,1,25,5,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
54,Jascha Brandt,GER,FW,Paderborn 07,20,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
55,Daniel Brosinski,GER,"DF,MF",Karlsruher,35,1988,17,4,420,4.7,0,0,0,0,0,0,0,0,1.0,1.0,0.4,1.4,13,17,30,0.00,0.00,0.00,0.00,0.00,0.21,0.09,0.30,0.21,0.30
56,Nathaniel Brown,GER,DF,Nürnberg,20,2003,29,27,"2,405",26.7,0,5,5,0,0,0,5,0,0.8,0.7,1.7,2.4,75,117,71,0.00,0.19,0.19,0.00,0.19,0.03,0.06,0.09,0.03,0.09
57,Júnior Brumado,BRA,FW,Hansa Rostock,24,1999,23,18,"1,483",16.5,4,0,4,2,2,2,3,1,5.1,3.5,1.7,5.2,18,32,89,0.24,0.00,0.24,0.12,0.12,0.31,0.10,0.41,0.21,0.31
58,Cédric Brunner,SUI,DF,Schalke 04,29,1994,17,14,"1,150",12.8,0,0,0,0,0,0,5,0,0.4,0.4,0.8,1.2,19,47,31,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
59,Taylan Bulut,GER,DF,Schalke 04,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60,Daniel Bunk,GER,MF,Düsseldorf,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,Dženis Burnić,BIH,"MF,FW",Karlsruher,25,1998,30,12,"1,266",14.1,2,1,3,2,0,0,6,0,1.3,1.3,3.1,4.3,22,87,53,0.14,0.07,0.21,0.14,0.21,0.09,0.22,0.31,0.09,0.31
62,Kerim Calhanoglu,GER,"DF,MF",Greuther Fürth,20,2002,11,3,324,3.6,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,8,17,18,0.00,0.28,0.28,0.00,0.28,0.01,0.13,0.14,0.01,0.14
63,Kaan Caliskaner,GER,"FW,MF",Braunschweig,23,1999,11,3,370,4.1,0,0,0,0,0,0,0,0,0.9,0.9,0.4,1.3,12,9,39,0.00,0.00,0.00,0.00,0.00,0.22,0.09,0.31,0.22,0.31
64,Florian Carstens,GER,DF,Wehen,24,1998,19,12,"1,078",12.0,0,1,1,0,0,0,5,0,0.5,0.5,0.5,1.1,5,43,13,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.09,0.04,0.09
65,Tino Casali,AUT,GK,Braunschweig,27,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66,Luc Castaignos,NED,FW,Magdeburg,30,1992,19,6,832,9.2,4,1,5,4,0,1,4,0,5.4,4.6,1.4,6.0,7,12,46,0.43,0.11,0.54,0.43,0.54,0.58,0.16,0.74,0.49,0.65
67,Niklas Castelle,GER,MF,Schalke 04,20,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,Jens Castrop,GER,MF,Nürnberg,20,2003,27,23,"2,026",22.5,2,2,4,2,0,0,11,2,2.3,2.3,1.7,4.0,47,86,90,0.09,0.09,0.18,0.09,0.18,0.10,0.08,0.18,0.10,0.18
69,Amar Ćatić,BIH,DF,Wehen,24,1999,22,8,914,10.2,1,0,1,1,0,0,3,1,0.7,0.7,0.7,1.5,22,20,43,0.10,0.00,0.10,0.10,0.10,0.07,0.07,0.15,0.07,0.15
70,Jason Ceka,GER,"FW,MF",Magdeburg,23,1999,22,14,"1,131",12.6,1,6,7,1,0,0,4,0,1.9,1.9,2.8,4.7,26,44,110,0.08,0.48,0.56,0.08,0.56,0.15,0.22,0.37,0.15,0.37
71,Paterson Chato,GER,DF,Osnabrück,26,1996,1,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,Gustav Christensen,DEN,"FW,MF",Hertha BSC,18,2004,12,1,286,3.2,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,12,6,30,0.00,0.31,0.31,0.00,0.31,0.07,0.33,0.40,0.07,0.40
73,Oliver Christensen,DEN,GK,Hertha BSC,24,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,Max Christiansen,GER,MF,Hannover 96,26,1996,19,7,717,8.0,0,1,1,0,0,0,5,1,0.1,0.1,0.5,0.7,6,40,17,0.00,0.13,0.13,0.00,0.13,0.02,0.07,0.08,0.02,0.08
75,Darko Churlinov,MKD,"MF,FW",Schalke 04,23,2000,10,4,320,3.6,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,7,9,23,0.28,0.00,0.28,0.28,0.28,0.13,0.01,0.15,0.13,0.15
76,Ibrahima Cissé,MLI,DF,Schalke 04,22,2001,4,3,232,2.6,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
